區域,廠區,客戶別,Ngày tháng,產品類型,Linh kiện,SN Number,Hiện tượng,維修方式,Hạng mục lỗi,維修數量,維修工時,節省金額/USD,結果
CHV,CHVP2,A31,2025-06-13,TypeC類,TypeC2,TPE-20210315-001,接口損壞,重焊接,焊接不好,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-13,TypeC類,TypeC2,TPE-20221205-021,FW更新,FW更新,FW更新,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-14,TypeC類,TypeC2,TPE-20210315-037,接口損壞,重焊接,焊接不好,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-18,DP類 ,DP1.4,TPE-20230426-056,接口損壞,接口短路--》跳线,人為誤判,1.0,5.0,,OK
CHV,CHVP2,A31,2025-06-19,DP類 ,DP1.4,TPE-20250411-013,接口損壞,接口短路--》跳线,人為誤判,1.0,3.0,,OK
CHV,CHVP2,A31,2025-06-20,TypeC類,TypeC3 Plus,TPE-20250211-069,U盤256 損壞,换新U盤,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31,2025-06-20,TypeC類,TypeC3 Plus,TPE-20250211-050,U盤256 損壞,换新U盤,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31,2025-06-21,TypeC類,TypeC3 Plus,TPE-20250211-088,U盤256 損壞,换新U盤,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31,2025-06-21,DP類 ,DP1.4,TPE-20210623-035,SD卡損壞,换SD卡。2.0 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-21,DP類 ,DP1.4,TPE-20210623-008,SD卡損壞,换SD卡。2.0 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-06-23,USB類,簡易USB,,接口損壞,更換接口,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(SMT）,2025-06-23,DP類,DP1.4,TPE-20230426-046,接口損壞,接口短路--》跳线,自然磨損,1.0,3.0,,OK
CHV,CHVP2,A31(SMT）,2025-06-23,TypeC類,TypeC2,TPE-20221205-101,接口損壞,更換Power接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-06-24,HDMI類,HDMI2.0,TPE-20201109-075,FW更新,FW更新,FW更新,1.0,1.0,,NG
CHV,CHVP2,A31(AFT）,2025-06-24,USB類,簡易USB,KS-20190828-177,接口損壞,更換接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-06-24,USB類,簡易USB,KS-20190828-265,接口損壞,更換接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-02,TypeC類,TypeC3 Plus,TPE-20250211-133,U盤256 損壞,"换新U盤,FW 更新",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-04,TypeC類,TypeC2,TPE-20221205-036,接口損壞,更換接口,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-04,TypeC類,TypeC2,TPE-20220315-129,背面3.0 fail,接口pin pad,焊接不好,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2025-07-04,TypeC類,TypeC2,TPE-20221205-274,接口損壞,更換接口,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(SMT）,2025-07-05,TypeC類,TypeC3 Plus,TPE-20250211-021,NTF,NTF,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-07-05,TypeC類,TypeC3 Plus,TPE-20250211-060,PortB测试fail/3.2speed fail,USB 磁區格式錯誤/重新建立OK,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-07-05,TypeC類,TypeC3 Plus,TPE-20250211-014,FW太舊,更新FW後測試OK,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-07-06,TypeC類,TypeC2,TPE-20221205-085,FW更新,FW更新,FW更新,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-07-06,TypeC類,TypeC2,TPE-20221205-096,FW更新,FW更新,FW更新,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-07-06,TypeC類,TypeC2,TPE-20210315-057,没有USB3.0可能接口壞,待替換,自然磨損,1.0,1.0,,NG
CHV,CHVP2,A31(SMT）,2025-07-06,TypeC類,TypeC2,TPE-20221205-094,FW更新,FW更新,FW更新,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-07-06,TypeC類,TypeC2,TPE-20221205-095,接口損壞,待替換,自然磨損,1.0,1.0,,NG
CHV,CHVP2,A31(SMT）,2025-07-06,TypeC類,TypeC2,TPE-20210315-134,FW更新,FW更新,FW更新,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-07-06,TypeC類,TypeC2,TPE-20210315-105,FW更新,FW更新,FW更新,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-06,DP類,DP1.4,TPE-20210624-087,SD卡疑似接觸不良,重新插拔後拿膠带固定SD卡,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-06,DP類,DP1.4,TPE-20210624-099,SD卡疑似接觸不良,重新插拔後拿膠带固定SD卡,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-07,HDMI類,HDMI2.1,TPE-20230816-056,解析度不对,删除 log&调整解析度,人為誤判,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-12,TypeC類,TypeC3,TPE-20240527-258,FW更新,FW更新,FW更新,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-12,TypeC類,TypeC3,TPE-20240527-193,FW更新,FW更新,FW更新,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-12,HDMI類,HDMI2.1,TPE-20230425-066,解析度不对,删除 log&调整解析度,人為誤判,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-12,HDMI類,HDMI2.1,TPE-20230425-079,解析度不对,"删除 log&调整解析度,更新3.6.20版本",人為誤判,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-12,HDMI類,HDMI2.1,TPE-20250418-024,解析度不对,删除 log&调整解析度,人為誤判,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-13,HDMI類,HDMI2.0,TPE-20201109-010,FW更新,FW更新,FW更新,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-13,USB類,簡易USB,KS-20190313-250,接口損壞,更換CONN,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31,2025-06-13,TypeC類,TypeC2,TPE-20210315-052,接口損壞,重焊接,焊接不好,1.0,2.0,,OK
CHV,CHVP2,A31,2025-06-13,TypeC類,TypeC2,TPE-20210315-001,接口損壞,重焊接,焊接不好,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-13,TypeC類,TypeC2,TPE-20221205-021,FW更新,FW更新,FW更新,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-14,TypeC類,TypeC2,TPE-20210315-037,接口損壞,重焊接,焊接不好,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-18,DP類,DP1.4,TPE-20230426-056,接口損壞,接口短路--》跳线,人為誤判,1.0,5.0,,OK
CHV,CHVP2,A31,2025-06-19,DP類,DP1.4,TPE-20250411-013,接口損壞,接口短路--》跳线,人為誤判,1.0,3.0,,OK
CHV,CHVP2,A31,2025-06-20,TypeC類,TypeC3 Plus,TPE-20250211-069,U盤256 損壞,换新U盤,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31,2025-06-20,TypeC類,TypeC3 Plus,TPE-20250211-050,U盤256 損壞,换新U盤,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31,2025-06-21,TypeC類,TypeC3 Plus,TPE-20250211-088,U盤256 損壞,换新U盤,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31,2025-06-21,DP類,DP1.4,TPE-20210623-035,SD卡損壞,换SD卡。2.0 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31,2025-06-21,DP類,DP1.4,TPE-20210623-008,SD卡損壞,换SD卡。2.0 版本,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-06-23,USB類,簡易USB,,接口損壞,更換接口,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(SMT）,2025-06-23,DP類,DP1.4,TPE-20230426-046,接口損壞,接口短路--》跳线,自然磨損,1.0,3.0,,OK
CHV,CHVP2,A31(SMT）,2025-06-23,TypeC類,TypeC2,TPE-20221205-101,接口損壞,更換Power接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-06-24,HDMI類,HDMI2.0,TPE-20201109-075,FW更新,FW更新,FW更新,1.0,1.0,,NG
CHV,CHVP2,A31(AFT）,2025-06-24,USB類,簡易USB,KS-20190828-177,接口損壞,更換接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-06-24,USB類,簡易USB,KS-20190828-265,接口損壞,更換接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-02,TypeC類,TypeC3 Plus,TPE-20250211-133,U盤256 損壞,"换新U盤,FW 更新",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-04,TypeC類,TypeC2,TPE-20221205-036,接口損壞,更換接口,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-04,TypeC類,TypeC2,TPE-20220315-129,背面3.0 fail,接口pin pad,焊接不好,1.0,1.0,,报废
CHV,CHVP2,A31(AFT）,2025-07-04,TypeC類,TypeC2,TPE-20221205-274,接口損壞,更換接口,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(SMT）,2025-07-05,TypeC類,TypeC3 Plus,TPE-20250211-021,NTF,NTF,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-07-05,TypeC類,TypeC3 Plus,TPE-20250211-060,PortB测试fail/3.2speed fail,USB 磁區格式錯誤/重新建立OK,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-07-05,TypeC類,TypeC3 Plus,TPE-20250211-014,FW太舊,更新FW後測試OK,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-07-07,TypeC類,TypeC2,TPE-20221205-085,FW更新,FW更新,FW更新,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-07-07,TypeC類,TypeC2,TPE-20221205-096,FW更新,FW更新,FW更新,1.0,1.5,,OK
CHV,CHVP2,A31(SMT）,2025-07-07,TypeC類,TypeC2,TPE-20210315-057,没有USB3.0可能接口壞,待替換,自然磨損,1.0,1.0,,NG
CHV,CHVP2,A31(SMT）,2025-07-07,TypeC類,TypeC2,TPE-20221205-094,FW更新,FW更新,FW更新,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-07-07,TypeC類,TypeC2,TPE-20221205-095,接口損壞,待替換,自然磨損,1.0,1.0,,NG
CHV,CHVP2,A31(SMT）,2025-07-07,TypeC類,TypeC2,TPE-20210315-134,FW更新,FW更新,FW更新,1.0,1.0,,OK
CHV,CHVP2,A31(SMT）,2025-07-07,TypeC類,TypeC2,TPE-20210315-105,FW更新,FW更新,FW更新,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-07,DP類,DP1.4,TPE-20210624-087,SD卡疑似接觸不良,重新插拔後拿膠带固定SD卡,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-07,DP類,DP1.4,TPE-20210624-099,SD卡疑似接觸不良,重新插拔後拿膠带固定SD卡,自然磨損,1.0,1.0,,OK
CHV,CHVP1,AA8(5G),2025-07-08,TypeC類,TypeC2,TPE-20221205-228,EDID Fail,MUX IC/SBU ESD(USD12),自然磨損,1.0,1.5,,OK
CHV,CHVP1,AA8(5G),2025-07-08,TypeC類,TypeC2,TPE-20221205-049,EDID Fail,MUX IC燒斷trace/SBU ESD(USD12),自然磨損,1.0,1.5,,NG
CHV,CHVP1,AA8(5G),2025-07-08,TypeC類,TypeC2,TPE-20221205-005,EDID Fail,MUX IC,自然磨損,1.0,1.5,,OK
CHV,CHVP1,AA8(5G),2025-07-08,TypeC類,TypeC2,TPE-20220713-190,EDID Fail,MUX IC,自然磨損,1.0,1.5,,OK
CHV,CHVP1,AA8(5G),2025-07-08,TypeC類,TypeC2,TPE-20221205-286,EDID Fail,MUX IC燒斷trace/SBU ESD(USD12),自然磨損,1.0,1.5,,NG
CHV,CHVP1,AA8(5G),2025-07-08,TypeC類,TypeC2,TPE-20221205-046,EDID Fail,MUXIC,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-09,TypeC類,TypeC2,TPE-20220315-049,正面3.0 Fail,更換接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-09,TypeC類,TypeC2,TPE-20221205-259,正面3.0 Fail,更換接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-09,TypeC類,TypeC2,TPE-20221205-175,Connector,更換接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-09,TypeC類,TypeC2,TPE-20220315-055,2.0装置Fail,更換接口,自然磨損,1.0,1.5,,NG
CHV,CHVP2,DOCK B,2025-07-10,TypeC類,TypeC3 Plus,TPE-20250417-150,PortB测试fail/3.2speed fail,USB 磁區格式錯誤/重新建立OK,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-15,TypeC類,TypeC3,TPE-20230710-017,TBT fail,檢查TBTA TX1 N阻抗異常,自然磨損,1.0,1.0,,NG
CHV,CHVP2,A31(AFT）,2025-07-15,TypeC類,TypeC3,TPE-20240527-172,TBT fail,NTF,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-15,TypeC類,TypeC3,TPE-20240130-063,TBT fail,NTF,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-15,VSB類,VSB DP,TPE-20250102-038,DP接口掉落,待維修,自然磨損,1.0,0.5,,FAIL
CHV,CHVP2,A31(AFT）,2025-07-15,VSB類,VSB DP,TPE-20250213-055,Dp switch Fail,待維修,自然磨損,1.0,0.5,,FAIL
CHV,CHVP2,A31(AFT）,2025-07-15,TypeC類,TypeC3 Plus,TPE-20250211-008,19V電源燒,待維修,自然磨損,1.0,0.5,,FAIL
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20221205-173,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20221205-093,Không có mô tả,更新HW Barrel&FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20210315-010,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20210315-017,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20221205-008,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20210315-007,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20221205-072,Không có mô tả,更新HW Barrel&FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20221205-274,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20210315-004,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20221205-055,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20221205-239,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20210315-004,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20221205-244,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20221205-076,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20210315-003,Không có mô tả,更新HW Barrel&FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20210315-273,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20221205-224,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20210315-094,Không có mô tả,更新HW Barrel&FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,PE-20210315-095,Không có mô tả,更新HW Barrel&FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-16,TypeC類,TypeC2,TPE-20210315-052,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20210315-279,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20210315-043,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20210315-053,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20221205-249,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20221205-070,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20221205-107,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20221205-235,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20221205-081,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20221205-222,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20210315-082,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20221205-021,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20221205-206,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20210315-033,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20221205-036,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20221205-052,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20210315-091,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20221205-251,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20210315-277,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20221205-266,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-17,TypeC類,TypeC2,TPE-20210315-001,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-18,DP類,DP1.4,TPE-20210624-083,LCD IC跟上蓋外殼短路,贴膠带固定,自然磨損,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-18,VSB類,VSB DP,TPE-20250102-038,DP接口掉落,DP connector pin pad脫落,自然磨損,1.0,3.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-18,VSB類,VSB DP,TPE-20250213-055,Dp switch Fail,换DP2.1 switch,自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-18,TypeC類,TypeC2,TPE-20221205-175,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-18,TypeC類,TypeC2,TPE-20221205-259,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-18,TypeC類,TypeC2,TPE-20221205-170,Không có mô tả,更新FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-18,TypeC類,TypeC2,TPE-20210315-276,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-18,TypeC類,TypeC2,TPE-20210315-132,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-18,TypeC類,TypeC2,TPE-20210315-025,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-18,TypeC類,TypeC2,TPE-20210315-274,Không có mô tả,更新HW Barrel &FW 28ROM,Rework,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-23,TypeC類,TypeC3,TPE-20240527-206,NTF,NTF,NTF,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-23,TypeC類,TypeC3,TPE-20230912-087,NTF,NTF,NTF,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-23,TypeC類,TypeC3,TPE-20240527-260,NTF,NTF,NTF,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-23,TypeC類,TypeC3,TPE-20240527-125,NTF,NTF,NTF,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-23,DP類,DP1.4,TPE-20210623-027,SD卡損壞,换卡新版本2.0,自然磨損,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-23,HDMI類,HDMI2.1,TPE-20230816-056,开始后5分钟转白屏幕,等维修,自然磨損,1.0,1.0,,NG
CHV,CHVP2,A31(AFT）,2025-07-23,TypeC類,TypeC3,TPE-20240527-289,"用旧版,FX3要更新",等维修,自然磨損,1.0,1.0,,NG
CHV,CHVP2,A31(AFT）,2025-07-24,DP類,DP1.4,TPE-20210623-001,SD卡疑似接觸不良,重新插拔後拿膠带固定SD卡,自然磨損,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-24,DP類,DP1.4,TPE-20210623-089,SD卡疑似接觸不良,重新插拔後拿膠带固定SD卡,自然磨損,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-24,DP類,DP1.4,TPE-20210623-012,SD卡疑似接觸不良,重新插拔後拿膠带固定SD卡,自然磨損,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-07-24,HDMI類,HDMI2.1,TPE-20230816-059,接口損壞,换接口,自然磨損,1.0,3.0,,OK
CHV,CHVP2,A31(AFT）,2025-07-25,DP類,DP1.4,TPE-20230426-054,接口損壞,换接口,自然磨損,1.0,2.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-02,TypeC類,TypeC2,TPE-20210315-026,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-02,TypeC類,TypeC2,TPE-20210315-041,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-02,TypeC類,TypeC2,TPE-20210315-020,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-08,DP類,DP1.4,TPE-20210623-004,SD卡疑似接觸不良,重新插拔後拿膠带固定SD卡,自然磨損,1.0,0.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-08,TypeC類,TypeC2,TPE-20221205-053,接口損壞(pin pab 不好),换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-08,TypeC類,TypeC2,TPE-20210315-003,接口損壞,换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-08,TypeC類,TypeC2,TPE-20221205-244,接口損壞(pin pab 不好),换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-08,TypeC類,TypeC3,TPE-20240527-198,Fail 3.0 Bulk,更新FX3,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-08,TypeC類,DUDC Plus,TPE-20250516-022,不开始,scan 用13版本测试ok,自然磨損,1.0,1.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-08,TypeC類,DUDC Plus,TPE-20250516-101,FAIL TOP 3.2 GEN2,等维修,自然磨損,1.0,1.0,,NG
CHV,CHVP2,A31(AFT）,2025-08-09,TypeC類,TypeC2,TPE-20210315-002,接口損壞(pin pab 不好),"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-09,TypeC類,TypeC2,TPE-20221205-089,接口損壞(pin pab 不好),换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-09,TypeC類,TypeC2,TPE-20221205-268,接口損壞(pin pab 不好),换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-09,TypeC類,TypeC2,TPE-20221205-241,全部pin pab 壞了,报废,自然磨損,1.0,0.5,,报废
CHV,CHVP2,A31(AFT）,2025-08-09,TypeC類,TypeC2,TPE-20210315-130,接口損壞(pin pab 不好),"换接口,rework barrel",自然磨損,1.0,2.0,,OK
CHV,CHVP2,A31(AFT）,2025-08-11,TypeC類,TypeC2,TPE-20210315-015,全部pin pab 壞了,报废,自然磨損,1.0,0.5,,报废
CHV,CHVP2,A31(AFT）,2025-08-11,TypeC類,TypeC2,TPE-20221205-256,全部pin pab 壞了,报废,自然磨損,1.0,0.5,,报废
CHV,CHVP2,A31(AFT）,2025-08-11,TypeC類,TypeC2,TPE-20221205-262,接口損壞(pin pab 不好),换接口,自然磨損,1.0,1.5,,OK
CHV,CHVP2,A31(AFT）,2025-08-11,TypeC類,TypeC2,TPE-20210315-055,全部pin pab 壞了,报废,自然磨損,1.0,0.5,,报废
CHV,CHVP2,A31(AFT）,2025-08-11,TypeC類,TypeC2,TPE-20210315-024,全部pin pab 壞了,报废,自然磨損,1.0,0.5,,报废
